text,badge_color,prob_toxic,prob_severe_toxic,prob_obscene,prob_threat,prob_insult,prob_identity_hate,pred_toxic,pred_severe_toxic,pred_obscene,pred_threat,pred_insult,pred_identity_hate
"I had an IUD in Australia. I was advised to take Ponstan (mefenamic acid) two hours prior to insertion and to not drive myself home. Clearly some people play a bit fast & loose with medical advice as the dr was obviously very pleased with the fact I had taken the Ponstan. I was a bit light headed but the dr and nurses were all lovely and made sure I was OK. I know this doesn't make it easier for those in America but yeah, health systems can, and do, work better.",green,0.0007941698422655463,0.00011724031355697662,0.00020459448569454253,0.00012366939336061478,0.00018270582950208336,0.00014820345677435398,0,0,0,0,0,0
"Not necessarily true, mine was inserted in Adelaide and they only told me to take ibuprofen before the appointment. I had to tell them to stop repeatedly and they insisted on pushing it in even when I wanted them to stop. I was shaking and had to sit crying  in the car for a time before I could drive home.

 Mine is due for a renewal in Feb and not sure what I should do… really don’t want to get pregnant but everything else is hormonal and turns my libido right down to zero. Hopefully there’s something new out on the market",green,0.003357197158038616,0.00012174731818959117,0.0005325510283000767,0.00013166981807444245,0.00025681121041998267,0.0001750615338096395,0,0,0,0,0,0
the worst part is I was so excited about getting it. like finally having reliable birth control that I don't have to think about. and now I'm just sitting here wondering if I should call and ask to have it removed because I can't imagine going through that again in 5 years. I know that's probably an overreaction but I can't stop replaying her saying I was making it harder than it needs to be. like it was my fault for being in pain,green,0.018338417634367943,0.00018441265274304897,0.0020590403582900763,0.0002549925702624023,0.000643027713522315,0.00027525052428245544,0,0,0,0,0,0
"You have 5 years to find a different gynecologist with a better track record regarding IUDs. You can ask beforehand about pain management and how they handle “pain sensitive” patients. You can ask for numbing, dilation medication, and anti-anxiety medication beforehand, you can schedule during your period when your cervix is already open (this made a HUGE difference for me).

Other countries handle IUDs MUCH better than the US and whether you do this immediately or 5 years from now, you can at least get the benefit of the device.",green,0.0050417459569871426,0.00011806367547251284,0.0005204544868320227,0.00014949361502658576,0.0003849019994959235,0.0002331285213585943,0,0,0,0,0,0
"I'm curious which countries you say handle it better? I've gotten an IUD in both the US and France and it was the exact same procedure. Take ibuprofen before, no additional pain management offered. Fortunately I tolerate the insertion pretty well, but nobody has ever given me more than ibuprofen and a pat on the back for being a ""good sport"".",green,0.0007911303546279669,0.00011151029320899397,0.00018660275964066386,0.00011728571553248912,0.000173648091731593,0.00014023385301698,0,0,0,0,0,0
"im in Australia. my first IUD insertion 5 years ago was a horror show. no pain relief, uterine contractions, passed out, lasting trauma. when i got a new one placed this year i told the clinic (a different clinic to the first one) about my previous experience. they gave me the works: pre-appointment cervical softeners and oral pain relief, and the green whistle during (it’s what ambos give you when you break your arm, i don’t know if it’s common overseas). the difference was night and day. i think they’ve started doing things differently here even in the 5 years between insertions.",green,0.0009088204242289066,0.00010845099313883111,0.00019674349459819496,0.00011513322533573955,0.0001811619004001841,0.00013898834004066885,0,0,0,0,0,0
Unfortunately the green whistle (methoxyflurane) is pretty much only available in commonwealth and EU countries; it was pulled from the market in the US. Would be nice if we had it here. ,green,0.0005536613170988858,0.00012780376709997654,0.00018176161393057555,0.00012824607256334275,0.0001750496739987284,0.00014363696391228586,0,0,0,0,0,0
"This makes me so fucking angry. You did NOT overreact and you do NOT have a low pain tolerance. IUD insertion is literally one of the most painful medical procedures and the fact that doctors gaslight women about it is criminal.   
  
A cervical block should be STANDARD but most doctors don't offer it because they've been taught women exaggerate pain. I'm so sorry this happened to you. Please consider reporting her or at least leaving a review because this is not okay",red,0.9859797358512878,0.07376289367675781,0.945868194103241,0.026296254247426987,0.3273218274116516,0.006898935884237289,1,0,1,0,0,0
"I'm so furious reading this. ""I'm going to need you to calm down"" - as if OP is yelling about an expired coupon in the line at Walmart, not going through a vulnerable MEDICAL PROCEDURE where a foreign object is being inserted INTO her body via her vagina. Jesus Christ.",green,0.2755590081214905,0.0014117197133600712,0.12670424580574036,0.00094463030109182,0.014343703165650368,0.002431939821690321,0,0,0,0,0,0
"No, we do not ""exaggerate"" pain. If anything, we downplay it. Especially if we have super painful periods. My tubal AND my uterine ablation were less painful than my periods. The only thing that have been worse, are passing kidney stones, and having 4 wisdom teeth out at once. ",green,0.009321445599198341,0.00013091502478346229,0.0005734201404266059,0.0002726373786572367,0.000526922638528049,0.0002962151193059981,0,0,0,0,0,0
Insurance also causes this.,green,0.0008314687293022871,0.00010970392031595111,0.00017540188855491579,0.000111882429337129,0.00018334333435632288,0.0001420358312316239,0,0,0,0,0,0
"Which is so weird! I had an IUD for just a few months. I had it removed because I hated it and could feel pokes. I went in once and got the strings trimmed. It didn't help, so then I got it removed. Anyway, that's not the point, sorry. The point is, back then, they ONLY gave IUDs to women who've had children vaginally because their cervix is larger, and it's easier to insert. For women who've had vaginal births, IUD insertion is typically painless with just a slight cramping feeling off an on for an hour.  They changed the guidelines to allow IUD use in women who haven't given birth, which is good that it's available, but the pain is supposed to be terrible for many women. Women should be informed of this before making their decision.",green,0.02836516685783863,0.00019632786279544234,0.002493221079930663,0.00023025806876830757,0.001148926792666316,0.0006084637716412544,0,0,0,0,0,0
"I can attest that it is not always painless for women who have given birth. Fucking excruciating, going in and when I had it out. Women's healthcare is barbaric.",red,0.9880707263946533,0.09444405883550644,0.9500702023506165,0.0056168208830058575,0.3908099830150604,0.053136806935071945,1,0,1,0,0,0
"Me, too.",green,0.000871374795679003,0.00011055487266276032,0.0001929800637299195,0.00010701872815843672,0.0001806248037610203,0.00014222257595974952,0,0,0,0,0,0
"I have PTSD from having mine put in. I didn't get it done a second time because my new gynecologist said she didn't do anything for pain management (same as the old one) because ""the pain is mostly from cramping."" 😒 So now my husband has a vasectomy and I have a new gynecologist.",green,0.014732897281646729,0.0001392948324792087,0.0010673296637833118,0.00019823088950943202,0.000650261586997658,0.0002868811716325581,0,0,0,0,0,0
"You dont have to go through it again in 5 years. I've had IUD insertion and removal twice. They tried to encourage being awake for it. Mid way through the ""now usually we do it while youre awa...."" speech i cut them off, said ""no, not a chance. I will go on a wait list if necessary but I will be doing it under anaesthetic and it is my right to ask for it to be done this way"" then I reminded them that research shows they are more likely to be placed CORRECTLY whilst asleep and I have 3 kids already with no desire for more.

I have a high pain tolerance, I have been told I have a high pain tolerance multiple time but when it comes to doctors they are usually a ""one pain fits all"" type of person and i refuse to give doctors the option to judge my pain for me. I learned that the hard way during my first child birth. Doctors didnt beleive me for hours and my child almost died before she was born. I stand my ground now when It comes to doctors and what is best for my health and my children's health. Dont let your doctors bully you into something youre not comfortable with because they definitely CAN do an IUD while youre asleep.

I came across something once that really helped me put pain levels into perspective. A person could be recovering from a car crash, multiple severe injuries, its the worst pain they have ever felt. Since it is the worst pain they have ever felt their pain is a 10. Another person cut their finger, doesn't require stitches. It is a mild injury. That cut is the worst pain they have ever felt before so they say their pain is a 10 too. How everyone experiences pain is different and relative only in comparison to other pains they themselves have felt NEVER in comparison to another persons pain, from one person to the next everyone's experiences vary and NO ONE has the right to judge that. If youre in pain then it your right to say so and no one else right to tell you that you aren't.",green,0.001504863379523158,9.654827590566128e-05,0.00019880991021636873,0.00011927853483939543,0.00021121205645613372,0.00015295650518964976,0,0,0,0,0,0
"Fellow iud survivor here. Pain is way worse than stated.  But there’s no sense in getting it out now. You might as well have 5 years reliable birth control and get it out then. If it helps to know, the removal is better than the insertion. Still not good, but better,",green,0.007654442917555571,0.00010792929242597893,0.0004454719019122422,0.0001730274670990184,0.00045747574768029153,0.0002729101979639381,0,0,0,0,0,0
"Waaay better, for me. Very brief.",green,0.0015219112392514944,0.0001047129844664596,0.0002462973934598267,0.0001086943011614494,0.00021016865503042936,0.000145733414683491,0,0,0,0,0,0
FYI if it's a Mirena IUD it is good for 8 years now.,green,0.0007427792297676206,0.00010934247256955132,0.00018392482888884842,0.00010931610449915752,0.00017858401406556368,0.00013011453847866505,0,0,0,0,0,0
"I'm so sorry. These doctors literally traumatise patients and all that does is end up with them refusing healthcare in the future. You are not to blame for any of this. 

So long as you don't continue to have pain for days then you should keep it in for now. Feel your emotions so you can process them, but don't make any decisions right now about whether to keep it. 

Once you've hopefully processed your emotions (I say hopefully, because that stuff is hard to do) then you can think a bit clearer on whether to keep it or not. So long as it isn't causing you any discomfort, there isn't any benefit to removing it now. Instead what you can focus on is finding a new gynecologist who respects you and discusses things with you properly. 

A lesson I think we all learn from these experiences, is that even if a letter tells you to just take paracetamol or ibuprofen, things inside your vagina/cervix hurt. It's a good idea to tell them you want pain relief and numbing and stay strong! Even if they ask you to try first, just calmly say no, and ask for pain relief. 

Again, I'm so sorry you went through this horrible experience. None of it was your fault.",green,0.0011758365435525775,0.00010897700121859089,0.0001724985195323825,0.0001509821740910411,0.00019699879339896142,0.00015907031774986535,0,0,0,0,0,0
Who taught you that reacting to pain is an over reaction? WTF is going on with all the women here always thinking normal human reactions are overreactions?,yellow,0.4758628308773041,0.002028478542342782,0.16387976706027985,0.0009195093880407512,0.025532495230436325,0.003991229925304651,0,0,0,0,0,0
"Because we are told by doctors that ""some discomfort and cramping is normal."" Even when we are screaming and vomiting from the pain our periods cause.",green,0.004406590946018696,0.00011056899529648945,0.00023612657969351858,0.00015591454575769603,0.0002802529197651893,0.0002779604692477733,0,0,0,0,0,0
"Doctors like OP’s gyn (+ society at large) ARE who teaches “all the women here” to think normal human reactions are overreactions. It’s pervasive, not new, + especially pernicious in the US right now.",green,0.04437832161784172,0.0002831958991009742,0.002191930776461959,0.00023689237423241138,0.0027508512139320374,0.002648772904649377,0,0,0,0,0,0
I think we can all agree OP's gyn is an a$$hole.,red,0.6651560664176941,0.006520166993141174,0.3679773807525635,0.001055793254636228,0.428630530834198,0.016289062798023224,1,0,0,0,0,0
Sure but my point is that nothing is “going on” with “all the women here” — it’s just usual conditioning in a patriarchal society; asking what’s wrong with women misses the point at best + victim-blames at worst. Those asking wtf is wrong with the medical establishment have it right.,green,0.106504425406456,0.0007602223777212203,0.019088376313447952,0.0004807754303328693,0.005400295369327068,0.003812870942056179,0,0,0,0,0,0
"I'm so sorry this happened to you. You weren't being dramatic, your gyn failed as a healthcare provider. Failure of care and failure of empathy. It's not you who should be ruminating about this, it's her.

I hope you recover quickly and never try this procedure again. Too many horror stories for it to be worth it.",green,0.1950823813676834,0.0005568115157075226,0.002222672803327441,0.010532046668231487,0.009879986755549908,0.0026165307499468327,0,0,0,0,0,0
Isn’t mirena good for more than five years now?,green,0.0007847684319131076,0.00010793525143526495,0.00016887561650946736,0.00010769632353913039,0.00018472131341695786,0.00013860837498214096,0,0,0,0,0,0
"I have liletta and I think my doc told me it would be good for 7? I’d have to look at my paper, but they’re good so much longer these days",green,0.0006899491418153048,0.00011280479520792142,0.00016755126125644892,0.00011890775931533426,0.0001798360317479819,0.00013890673290006816,0,0,0,0,0,0
You have 5 years to find a better doctor. ,green,0.0011261848267167807,0.00010869232937693596,0.00015156825247686356,0.00014480092795565724,0.00021320951054804027,0.00016579609655309469,0,0,0,0,0,0
"Did you get the Mirena? There’s research that shows it’s actually good for up to 7 years. Obviously you don’t want to push your luck on that, but if you went the hormonal IUD route, don’t be surprised if you stop having a period. My first IUD was the Mirena, same with my current one. I don’t get a period. Sometimes I have some very minor spotting that lasts like maybe a day. I knew it was time to replace my first one because I started to spot with every cycle and it was lasting longer. As someone who has PCOS and had super irregular heavy periods, the amount of money I’ve saved on not buying tampons or pads is astronomical.",green,0.0008391536539420485,0.00010810264211613685,0.00017945301078725606,0.00011453501792857423,0.00017706089420244098,0.00013807768118567765,0,0,0,0,0,0
"It’s not an overreaction but it likely is a trauma response that won’t serve you in the end. It’s not an overreaction because *of course* the idea of going through this again feels horrifying. 

But as others have said - it’s already in, and you may as well reap the benefits, + it doesn’t always have to be like this. My friend had a similar experience to you, and the only silver lining is that as a result both she and I and every other woman she shared her story with have known to ask for specific pain management from our OBGYNs. 

Please consider reporting your doc to her practice. There should be a department you can call and give feedback, because nobody should have to go through this. It is NOT an overreaction to leave feedback that your pain was not properly managed and that the doctor shamed you. It’s incredibly important.",green,0.0007805745699442923,0.0001126136994571425,0.000180020957486704,0.0001244067243533209,0.00017624799511395395,0.00013636010407935828,0,0,0,0,0,0
"Let me tell you something: I was given 2 30mg oxys, one to take before the procedure and one after, I was numbed up and I was given a medication to open my cervix. I STILL almost launched myself off the table in pain. Omg that pain will be something ill never forget. I will have 10 c-sections before getting another IUD",green,0.012214390560984612,0.00013800816668663174,0.0008939539548009634,0.00028607569402083755,0.0005988973425701261,0.0002844447153620422,0,0,0,0,0,0
"YES. IV fentanyl and a hypnotic sedative didn’t stop the pain. They told me I probably wouldn’t even remember the procedure from the drugs. Well, guess what I remember…",green,0.0012061266461387277,0.000103902151749935,0.00018310066661797464,0.00011646156781353056,0.00019167386926710606,0.00015720944793429226,0,0,0,0,0,0
"IUDs used to be inserted immediately after giving birth, when the cevix was already open. It doesn't need pain relief then.

Outside of this, IUDs hurt \*a lot\* and you really should have something stronger.",green,0.08128149062395096,0.0003054956905543804,0.007746584713459015,0.0004572420730255544,0.001952589605934918,0.0004918746999464929,0,0,0,0,0,0
"I don’t know what country you’re in. Very recently in the USA, some ob/gyn professional association published a recommendation for anesthetic to be used for IUD insertions and colposcopies, etc as they typically haven’t been in the US. I can confirm this as I have had about seven colpos (biopsy of the cervix) with no anesthesia. 

Apparently we’re bass ackward barbarians in the US because most other countries do use anesthetic for them. 

I had a colpo done in August. I was given a lidocaine injection. The whole thing was absolutely pain free for the first time ever. 

Your gyn is not just a sadist but she’s not keeping up in her field with best practices. I have yet to hear from a woman who’s gotten an IUD for whom it wasn’t at minimum an unpleasant experience and for many was very traumatic.",green,0.0008919664542190731,0.00010625303548295051,0.00020109197066631168,0.00010502438817638904,0.0001850820262916386,0.0001433235447620973,0,0,0,0,0,0
"Did she think you were screaming for the fun of it???

I’d leave a bad review. Let other women know not to scream and to hide their pain behind a smile otherwise the doctor will treat them like they are overreacting",green,0.18387609720230103,0.000272586737992242,0.0025200285017490387,0.0008499928517267108,0.005933653097599745,0.0026534341741353273,0,0,0,0,0,0
She’s an absolute fucking idiot and I’m frankly shocked the IUD insertion is still happening without anaesthesia. I’ve been through many rounds of IVF and an awful miscarriage and my IUD insertion was by far the most painful experience of my life. Fuck any doctor who belittles your experiences like that.,red,0.9974783062934875,0.29583537578582764,0.9880082607269287,0.003494435455650091,0.9212722778320312,0.012107843533158302,1,0,1,0,1,0
IUD insertion is extremely painful to put in and take out. Fuck your gyno.,red,0.9977664947509766,0.27491679787635803,0.9869223237037659,0.004266425035893917,0.9159414172172546,0.015529186464846134,1,0,1,0,1,0
"You were not being dramatic. I’ve had an IUD inserted without any pain management whatsoever. That experience is shocking, especially the first time. It’s not only “numbing” that is needed. A dilating medication would make it go smoother, a Xanax would help it go smoother - there are lots of ways to manage an IUD insertion and apparently your doctor did none of it.",green,0.0011900131357833743,9.984488133341074e-05,0.00018661949434317648,0.00011499037645990029,0.00020104020950384438,0.0001415269507560879,0,0,0,0,0,0
"Your pain is valid and real. The procedure is barbaric and in need of some serious review by female doctors and researchers. I have endured 4 of them, and every single one was shockingly painful. On my first I bit a bruise into the back of my hand and yelled “Fuck”. I was offered a Xanax, lidocaine, and a heating pad for my last one, and it felt the most humane, but I still was still shaking after. The reality is that doctors were taught until pretty recently that the cervix didn’t have pain receptors (see: Men), and doctors were and some continue to be taught that women are just intolerant of the “little pinch”. But it’s a crazy DEEP searing pain that we are just expected to get over. I’m really sorry that happened.",red,0.6892166137695312,0.00644476804882288,0.4915665090084076,0.004049254115670919,0.09588360786437988,0.007332514505833387,1,0,0,0,0,0
"A lot of people are saying find a new gyno, I also want to say, make sure you find a psychologist and maybe start pelvic floor physio.   
My IUD insertion triggered vaginismus, and I didn't understand why intercourse was suddenly so painful, and it took me almost 3 years to get that diagnosis.

What happened can trigger PTSD symptoms, and you really want to deal with that quickly.

I am so sorry this happened to you, and still happens to so many women in 2025.",green,0.17814072966575623,0.0008229190134443343,0.007139150984585285,0.003307302249595523,0.01590297371149063,0.012520954944193363,0,0,0,0,0,0
"Getting my first IUD inserted was just a little cramping.

Getting my second IUD inserted was so painful I had an out of body experience. Good thing the doctor wasn't dismissive or I would've ripped her fucking head off.

If I get a third one, there will be pain management.

Next time a doctor is dismissive like this, I'd be like ""or maybe you're just bad at inserting the IUD and *you're* making this harder than it should be?"" Where the fuck do you get off blaming me? You're jamming something into my cervix with no pain meds!",red,0.9909727573394775,0.17273959517478943,0.9477545619010925,0.2179519087076187,0.5038254857063293,0.008803066797554493,1,0,1,0,1,0
You can look up patient advocate services or whatever that’s called at the practice/hospital the dr works at and let them know about your experience. I would also recommend leaving a review so other women don’t have that same experience. Chastising you for experiencing pain is not okay.,green,0.03510954976081848,0.0001469841372454539,0.000914157135412097,0.0003279295633547008,0.0016979461070150137,0.0010841410839930177,0,0,0,0,0,0
"I don't want to alarm you. It's rare. But I'm the weeks ahead keep checking to find your IUD strings. If you don't, go back to be seen. I had next level pain and the Dr gaslit me about it. And six weeks later I had to have surgery because she'd put it straight through my uterine wall. ",green,0.009992698207497597,0.0001179221217171289,0.0006344739813357592,0.00029078673105686903,0.0005100583075545728,0.00022085363161750138,0,0,0,0,0,0
"You don't have a low pain tolerance. I asked my gyn how she felt when she got hers (also before having kids), and she said: ""Like I was going to die."" 

I got one after one child, and yeah, it's *incredibly* painful - and your gyn is a jerk.",red,0.9531253576278687,0.025793585926294327,0.6783178448677063,0.026472728699445724,0.680075466632843,0.023108845576643944,1,0,1,0,1,0
You need to leave an honest review and then report her to the clinic/hospital and state board.,green,0.0005810188595205545,0.00013681361451745033,0.00018645281670615077,0.00015311835159081966,0.00018880519201047719,0.00014643408940173686,0,0,0,0,0,0
"My doctor made a comment about how impressive it was that I was so calm and I must have a high pain tolerance, which I do.  But wth they need to stop commenting on our reactions.  I'm so sorry that happened.",green,0.0008280681213364005,0.00011595273099374026,0.0002148146159015596,0.00011746982636395842,0.0001719492138363421,0.00013347815547604114,0,0,0,0,0,0
"Obviously this doctor is terrible. The sad part is a lot of them are like this. I think the only reason my PA had any empathy at all was because she'd just had her own IUD put in. 

I've had kidney infections that had me seizing from the fever that hurt less than the IUD insertion. If done right it's only a few minutes, but the fact that they gave me total numbing to cut a little mole off but nothing at all to root around in my cervix for what ended up being almost 30 minutes is insane.",green,0.15044724941253662,0.0002899777900893241,0.007191070355474949,0.00036212781560607255,0.010295343585312366,0.0011557427933439612,0,0,0,0,0,0
"Personally, I don't know about IUDs but an acquaintance of me got an IUD, and she said it hurt badly and she cried, so you aren't the only one. I imagine it's very painful (not only during insertion), that's why I never got one myself.  
And about that doctor: at least at the dentist, when I only as much as twitched, he immediately stopped and asked me if I was alright and increased my painkiller dose without any further question. Why should it be any different at the gynecologist? This gynecologist of yours is an ahole. Even if your pain tolerance is ""low"" (which surely is debatable) it's highly unprofessional of your gynecologist to treat you like that. Like, WTF. You're, more or less, a customer. You're more or less, paying for her service. Not for her to berate you. I agree with the people recommending to leave a negative review on google. And definitely get a new gynecologist.",green,0.042559072375297546,0.0001423951907781884,0.002206107834354043,0.00027456850511953235,0.0022560786455869675,0.0004248224140610546,0,0,0,0,0,0
"""you're making this harder than it needs to be.""

OMG I would never tell a patient that, especially during a painful procedure. 

I'd look for a new gyno and and ensure that quote is in my formal complaint and online review.",green,0.0011416488559916615,9.741907706484199e-05,0.00019371160306036472,0.00010387085058027878,0.00018928502686321735,0.00013723275333177298,0,0,0,0,0,0
"I got blown up by an IED, shot two babies out of my vag with no med support, broke my femur, broke my spine, dislocated my jaw, dug shrapnel out of myself with a pocket knife and iodine in the back of a car speeding along fucked up roads, and probably more I can’t remember. 

I still cried when I got my first IUD in. Like legitimately cried and had to bite down on my own hand so I wouldn’t move.",red,0.8658192753791809,0.023475946858525276,0.7463372349739075,0.01755565218627453,0.07370346039533615,0.005281233228743076,1,0,1,0,0,0
"You should tell her she has high infliction of pain with no empathy tolerance, with a straight face. And then follow up with asking if this is consistent with her training and how she plans to continue to practice going forward so you can make the best decision about who should be responsible for your gynecological health.",green,0.07457928359508514,0.00020346150267869234,0.0013946234248578548,0.0008951716008596122,0.004227805882692337,0.0012107660295441747,0,0,0,0,0,0
You're gynecologist can fuck off,red,0.9980700612068176,0.3376505672931671,0.9846674799919128,0.003489278955385089,0.9692032337188721,0.03309428319334984,1,0,1,0,1,0
"She sucks, period.   Not a kind and empathetic being whatsoever.   I hope you can find a new gyno.   Idk how your tolerance is, but even IF it was low, so what? Then she should work around it, not brute force it.   She needs to fuk off.




Hope your bits feel better!!!! ",red,0.9801774024963379,0.04897797852754593,0.9197998046875,0.008355177938938141,0.5745608806610107,0.006836078595370054,1,0,1,0,1,0
"I had the same experience. The jerk doctor reprimanded me with ,'"" There are no pain receptors in the cervix""'. (Well shit, arsehole, the cervix is connected to the uterus which has a zillion pain receptors.) I told him his toenails had no pain receptors but if I dropped a rock on his toe I bet he'd feel that. He didn't know how to cope with that comeback.

I've found some women doctors can be as condescending and insensitive as the worst of the men. Too many bad doctors got into med school as legacies- the children of bad doctors.",red,0.5819775462150574,0.009777151979506016,0.5344643592834473,0.0020948590245097876,0.33124253153800964,0.01620442233979702,1,0,1,0,0,0
My failed IUD insertion was more painful than my gallbladder attacks and surgical incisions from having it removed. It was almost as painful as the headache I had for a month from not having any spinal fluid for my brain to float in when I didn't know I had a CSF leak. Your gyn is a jerk.,red,0.9475488066673279,0.017785271629691124,0.7543392777442932,0.0006959569873288274,0.7851928472518921,0.007804707158356905,1,0,1,0,1,0
"Absolutely moronic that I can ask for nitrous oxide to get a tooth filled, when my mouth is numbed with Novocain, but a woman is told to suck it up; it doesn't hurt that much; when having a foreign object inserted into the cavity of her uterus.

That is just (sorry for the bad language) *fucked up.*

I think there's an underlying ""this is the price you pay for having non-reproductive sex"" attitude going on, no matter that the assertion would be swiftly denied.",red,0.9225188493728638,0.022143006324768066,0.8354867696762085,0.0030097526032477617,0.25509771704673767,0.012826326303184032,1,0,1,0,0,0
"Got my first IUD 7 years ago and had the same gaslighting experience! It was awful, unbearable pain from insertion and the following 24 hours. 

Switch gynos, got my first one removed, and waited a few months to go for round 2 insertion. 

Go in for round 2, and my body is not letting it happen. I start sweating bullets, shaking, and getting light headed just from the numbing cream and light prodding at the cervix. My body was throwing up every warning sign not to get this thing inserted, so I listened. I apologized profusely for wasting my doctor’s time, but she was such an angel about the whole thing. The right doctor makes all the difference, please switch! 

Never let a doctor gaslight you!! IUD insertion was the most painful experience of my life (granted, I’ve never experienced child birth). If I could opt to go under for IUD insertion, I 100% would.",green,0.007027563638985157,0.00011090816406067461,0.0005915262154303491,0.00015229899145197123,0.00044265598990023136,0.00020081872935406864,0,0,0,0,0,0
"wtf.
My dr warned me that when she got her iud, she passed out from the pain bc it was so intense.",red,0.6933411359786987,0.0045042214915156364,0.3494994044303894,0.0018430056516081095,0.03156881406903267,0.0028864063788205385,1,0,0,0,0,0
